# Super-large sets analysis (sets with size > 6754)
#set_id	chunk_id	basechunk_id
1	29980	3241
1	29984	14004
1	29988	29975
1	29992	3241
1	30196	5079
1	30210	14228
1	30217	25683
1	30225	27511
1	30228	10055
1	30239	17318
1	30245	17757
1	30252	30228
1	30257	30252
1	30262	30228
1	30268	30252
1	30273	30262
1	30278	30228
1	30283	30228
1	30290	30262
1	30295	30268
1	30299	30295
1	30303	30273
1	30307	30295
1	30312	30239
1	30315	30307
1	30321	30295
1	30334	30299
1	30338	30273
1	30346	30283
1	30383	24911
1	30388	24498
1	30391	13062
1	30394	30391
1	30397	3241
1	30399	3238
1	30402	17795
1	30406	30394
1	30418	20922
1	30589	28154
1	30656	2750
1	30661	11029
1	30691	18097
1	30755	10323
1	30834	14315
1	30839	24696
1	30844	4301
1	30849	27311
1	30857	12922
1	30946	14218
1	30960	14315
1	30965	25833
1	30970	30965
1	31042	10151
1	31047	6729
1	31132	14218
1	31138	24703
1	31144	31138
1	31149	31138
1	31155	31132
1	31333	29004
1	31337	29004
1	31340	31337
1	31362	10875
1	31368	20071
1	31376	31368
1	31385	31376
1	31428	24911
1	31449	14537
1	31463	21734
1	31471	14363
1	31478	28316
1	31485	31471
1	31490	10379
1	31628	3664
1	31677	12688
1	31693	31132
1	31717	21466
1	31720	3935
1	31724	31717
1	31728	31724
1	31743	31717
1	31784	30225
1	31787	31784
1	31791	31784
1	31998	31333
1	32006	29004
1	32121	27186
1	32195	19377
1	32341	6703
1	32351	12289
1	32533	11506
1	32539	3145
1	32544	32539
1	32549	32533
1	32591	13239
1	32595	32591
1	32599	2788
1	32603	17143
1	32607	32603
1	32611	20922
1	32615	25683
1	32620	12597
1	32701	27956
1	32707	3145
1	32935	12538
1	32948	13512
1	32958	14611
1	32963	32958
1	32994	32121
1	33008	16824
1	33021	11094
1	33031	15867
1	33036	33031
1	33049	33036
1	33053	33031
1	33058	33036
1	33066	33031
1	33074	33066
1	33078	33066
1	33082	33053
1	33087	33074
1	33091	33031
1	33095	33036
1	33099	33074
1	33103	33049
1	33107	33066
1	33111	33031
1	33119	33099
1	33127	33111
1	33131	33119
1	33135	33031
1	33139	33087
1	33143	33066
1	33147	33031
1	33151	33139
1	33155	33103
1	33159	33036
1	33163	33095
1	33167	33058
1	33171	33167
1	33282	28681
1	33287	25862
1	33298	25862
1	33305	25833
1	33310	33287
1	33320	33298
1	33325	33282
1	33330	33325
1	33335	33287
1	33340	33330
1	33345	33330
1	33350	33282
1	33355	33350
1	33360	33287
1	33371	33305
1	33376	33371
1	33386	33371
1	33391	33350
1	33396	33391
1	33401	33340
1	33406	33325
1	33411	33371
1	33416	33287
1	33421	33287
1	33426	33340
1	33431	33305
1	33436	33431
1	33441	33386
1	33447	33345
1	33457	33305
1	33462	33391
1	33467	33376
1	33472	33396
1	33477	33386
1	33482	33396
1	33487	33345
1	33492	33386
1	33497	33416
1	33502	33396
1	33507	33287
1	33512	33431
1	33517	33360
1	33527	33492
1	33532	33416
1	33537	33472
1	33542	10774
1	33546	28599
1	33551	14315
1	33600	30383
1	33708	5509
1	33714	8982
1	33774	25683
1	33783	5322
1	33886	5286
1	33891	4277
1	33895	33891
1	33950	10055
1	34004	29888
1	34013	29894
1	34025	28456
1	34030	14698
1	34034	14728
1	34039	34025
1	34043	5105
1	34047	14241
1	34050	34047
1	34055	3151
1	34059	34047
1	34062	33542
1	34216	20544
1	34221	34216
1	34263	29819
1	34276	2675
1	34296	28154
1	34299	18354
1	34308	34299
1	34492	2750
1	34503	34492
1	34508	34503
1	34579	24911
1	34586	19858
1	34591	19100
1	34595	14611
1	34652	33774
1	34668	31693
1	34675	31138
1	34682	34675
1	34688	34675
1	34697	31144
1	34726	3187
