#reverse_pos	count	cdf
540	7	0.995686
541	7	0.995693
542	9	0.995702
543	11	0.995714
544	6	0.99572
545	14	0.995735
546	6	0.995741
547	6	0.995747
548	10	0.995757
549	15	0.995773
550	5	0.995778
551	4	0.995782
552	9	0.995792
553	9	0.995801
554	9	0.995811
555	13	0.995824
556	2	0.995826
557	15	0.995842
558	9	0.995851
559	8	0.99586
560	9	0.995869
561	10	0.995879
562	13	0.995893
563	4	0.995897
564	7	0.995904
565	6	0.995911
566	8	0.995919
567	11	0.99593
568	7	0.995938
569	10	0.995948
570	12	0.995961
571	5	0.995966
572	5	0.995971
573	7	0.995978
574	5	0.995984
575	5	0.995989
576	9	0.995998
577	13	0.996012
578	7	0.996019
579	5	0.996024
580	7	0.996031
581	5	0.996037
582	4	0.996041
583	14	0.996055
584	14	0.99607
585	13	0.996084
586	11	0.996095
587	4	0.996099
588	14	0.996114
589	9	0.996123
590	7	0.99613
591	12	0.996143
592	10	0.996153
593	11	0.996165
594	4	0.996169
595	9	0.996178
596	7	0.996186
597	5	0.996191
598	12	0.996203
599	10	0.996214
600	10	0.996224
601	6	0.99623
602	2	0.996233
603	6	0.996239
604	5	0.996244
605	3	0.996247
606	10	0.996258
607	10	0.996268
608	8	0.996276
609	6	0.996283
610	8	0.996291
611	8	0.996299
612	6	0.996306
613	5	0.996311
614	5	0.996316
615	2	0.996318
616	7	0.996325
617	11	0.996337
618	3	0.99634
619	3	0.996343
620	5	0.996348
621	9	0.996358
622	3	0.996361
623	6	0.996367
624	5	0.996372
625	7	0.996379
626	5	0.996385
627	8	0.996393
628	6	0.996399
629	5	0.996404
630	9	0.996414
631	8	0.996422
632	5	0.996427
633	4	0.996432
634	4	0.996436
635	5	0.996441
636	9	0.99645
637	4	0.996454
638	9	0.996464
639	3	0.996467
640	6	0.996473
641	3	0.996476
642	1	0.996477
643	4	0.996482
644	7	0.996489
645	11	0.9965
646	8	0.996509
647	6	0.996515
648	7	0.996522
649	3	0.996525
650	9	0.996535
651	2	0.996537
652	10	0.996547
653	3	0.99655
654	11	0.996562
655	6	0.996568
656	3	0.996571
657	7	0.996578
658	7	0.996586
659	5	0.996591
660	10	0.996601
661	8	0.99661
662	4	0.996614
663	9	0.996623
664	6	0.99663
665	4	0.996634
666	7	0.996641
667	3	0.996644
668	7	0.996651
669	9	0.996661
670	6	0.996667
671	3	0.99667
672	4	0.996674
673	1	0.996675
674	5	0.996681
675	10	0.996691
676	4	0.996695
677	9	0.996705
678	3	0.996708
679	6	0.996714
680	9	0.996723
681	3	0.996726
682	3	0.99673
683	2	0.996732
684	6	0.996738
685	4	0.996742
686	4	0.996746
687	3	0.996749
688	6	0.996756
689	5	0.996761
690	2	0.996763
691	3	0.996766
692	6	0.996772
693	6	0.996779
694	5	0.996784
695	8	0.996792
696	4	0.996796
697	2	0.996798
698	10	0.996809
699	11	0.99682
700	7	0.996827
701	4	0.996832
702	4	0.996836
703	2	0.996838
704	2	0.99684
705	8	0.996848
706	6	0.996855
707	6	0.996861
708	5	0.996866
709	6	0.996872
710	3	0.996875
711	3	0.996879
712	5	0.996884
713	5	0.996889
714	6	0.996895
715	1	0.996896
716	5	0.996901
717	6	0.996908
718	5	0.996913
719	5	0.996918
720	7	0.996925
721	5	0.996931
722	3	0.996934
723	5	0.996939
724	5	0.996944
725	3	0.996947
727	3	0.99695
728	9	0.99696
729	5	0.996965
730	7	0.996972
731	4	0.996976
732	4	0.996981
733	7	0.996988
734	5	0.996993
735	4	0.996997
736	6	0.997004
737	3	0.997007
738	3	0.99701
739	4	0.997014
740	3	0.997017
741	1	0.997018
742	2	0.99702
743	6	0.997026
744	2	0.997029
745	5	0.997034
746	3	0.997037
747	8	0.997045
748	5	0.99705
749	3	0.997054
750	9	0.997063
751	6	0.997069
752	9	0.997079
753	4	0.997083
754	3	0.997086
755	5	0.997091
756	5	0.997096
757	2	0.997098
758	5	0.997104
759	5	0.997109
760	5	0.997114
761	4	0.997118
762	3	0.997121
763	6	0.997128
765	6	0.997134
766	6	0.99714
767	6	0.997146
768	1	0.997147
769	8	0.997156
770	7	0.997163
771	8	0.997171
772	5	0.997177
773	4	0.997181
774	1	0.997182
775	10	0.997192
776	3	0.997195
777	8	0.997204
778	3	0.997207
779	4	0.997211
780	6	0.997217
781	4	0.997221
782	4	0.997225
783	7	0.997233
784	3	0.997236
785	6	0.997242
786	2	0.997244
787	4	0.997248
788	4	0.997253
789	2	0.997255
790	6	0.997261
791	3	0.997264
792	5	0.997269
793	3	0.997272
794	10	0.997283
795	3	0.997286
796	3	0.997289
797	5	0.997294
798	6	0.9973
799	4	0.997305
800	3	0.997308
801	5	0.997313
802	6	0.997319
803	5	0.997324
804	4	0.997329
805	5	0.997334
